slip_angle [rad],slip_ratio [-],Fx [N],Fy [N],Fz [N],w [rad/s]
0.749204,-0.74,-0.456571,-0.71368,1,16
0.759204,-0.74,-0.452061,-0.715803,1,16
0.769204,-0.74,-0.447626,-0.717856,1,16
0.779204,-0.74,-0.443265,-0.719841,1,16
0.789204,-0.74,-0.438976,-0.721761,1,16
0.799204,-0.74,-0.434759,-0.723618,1,16
0.809204,-0.74,-0.430611,-0.725416,1,16
0.819204,-0.74,-0.426532,-0.727155,1,16
0.829204,-0.74,-0.42252,-0.728838,1,16
0.839204,-0.74,-0.418574,-0.730468,1,16
0.849204,-0.74,-0.414692,-0.732046,1,16
0.859204,-0.74,-0.410875,-0.733573,1,16
0.869204,-0.74,-0.407119,-0.735053,1,16
0.879204,-0.74,-0.403424,-0.736486,1,16
0.889204,-0.74,-0.399789,-0.737875,1,16
0.899204,-0.74,-0.396213,-0.73922,1,16
0.909204,-0.74,-0.392695,-0.740524,1,16
0.919204,-0.74,-0.389232,-0.741787,1,16
0.929204,-0.74,-0.385826,-0.743012,1,16
0.939204,-0.74,-0.382473,-0.7442,1,16
0.949204,-0.74,-0.379173,-0.745352,1,16
0.959204,-0.74,-0.375925,-0.746469,1,16
0.969204,-0.74,-0.372729,-0.747552,1,16
0.979204,-0.74,-0.369582,-0.748603,1,16
0.989204,-0.74,-0.366485,-0.749623,1,16
0.999204,-0.74,-0.363435,-0.750612,1,16
1.0092,-0.74,-0.360432,-0.751573,1,16
1.0192,-0.74,-0.357476,-0.752505,1,16
1.0292,-0.74,-0.354565,-0.75341,1,16
1.0392,-0.74,-0.351698,-0.754289,1,16
1.0492,-0.74,-0.348875,-0.755142,1,16
1.0592,-0.74,-0.346094,-0.755971,1,16
1.0692,-0.74,-0.343355,-0.756776,1,16
1.0792,-0.74,-0.340657,-0.757558,1,16
1.0892,-0.74,-0.337999,-0.758318,1,16
1.0992,-0.74,-0.33538,-0.759057,1,16
1.1092,-0.74,-0.3328,-0.759774,1,16
1.1192,-0.74,-0.330258,-0.760472,1,16
1.1292,-0.74,-0.327752,-0.76115,1,16
1.1392,-0.74,-0.325283,-0.761809,1,16
1.1492,-0.74,-0.32285,-0.76245,1,16
1.1592,-0.74,-0.320452,-0.763073,1,16
1.1692,-0.74,-0.318087,-0.763679,1,16
1.1792,-0.74,-0.315757,-0.764269,1,16
1.1892,-0.74,-0.313459,-0.764843,1,16
1.1992,-0.74,-0.311194,-0.765401,1,16
1.2092,-0.74,-0.308961,-0.765944,1,16
1.2192,-0.74,-0.306758,-0.766472,1,16
1.2292,-0.74,-0.304586,-0.766986,1,16
1.2392,-0.74,-0.302444,-0.767487,1,16
1.2492,-0.74,-0.300332,-0.767974,1,16
1.2592,-0.74,-0.298248,-0.768448,1,16
1.2692,-0.74,-0.296192,-0.76891,1,16
1.2792,-0.74,-0.294164,-0.76936,1,16
1.2892,-0.74,-0.292164,-0.769798,1,16
1.2992,-0.74,-0.29019,-0.770224,1,16
1.3092,-0.74,-0.288243,-0.77064,1,16
1.3192,-0.74,-0.286321,-0.771044,1,16
1.3292,-0.74,-0.284424,-0.771439,1,16
1.3392,-0.74,-0.282552,-0.771823,1,16
1.3492,-0.74,-0.280705,-0.772197,1,16
1.3592,-0.74,-0.278882,-0.772562,1,16
1.3692,-0.74,-0.277082,-0.772917,1,16
1.3792,-0.74,-0.275305,-0.773264,1,16
1.3892,-0.74,-0.273551,-0.773601,1,16
1.3992,-0.74,-0.271819,-0.77393,1,16
1.4092,-0.74,-0.270109,-0.774251,1,16
1.4192,-0.74,-0.26842,-0.774564,1,16
1.4292,-0.74,-0.266753,-0.774869,1,16
1.4392,-0.74,-0.265106,-0.775167,1,16
1.4492,-0.74,-0.26348,-0.775457,1,16
1.4592,-0.74,-0.261873,-0.775739,1,16
1.4692,-0.74,-0.260287,-0.776015,1,16
1.4792,-0.74,-0.258719,-0.776284,1,16
1.4892,-0.74,-0.257171,-0.776547,1,16
1.4992,-0.74,-0.255641,-0.776803,1,16
1.5092,-0.74,-0.25413,-0.777053,1,16
1.5192,-0.74,-0.252637,-0.777296,1,16
1.5292,-0.74,-0.251161,-0.777534,1,16
1.5392,-0.74,-0.249703,-0.777766,1,16
1.5492,-0.74,-0.248262,-0.777993,1,16
1.5592,-0.74,-0.246838,-0.778214,1,16
1.5692,-0.74,-0.245431,-0.778429,1,16
-1.5708,-0.73,-0.242363,0.779332,1,16
-1.5608,-0.73,-0.243753,0.779127,1,16
-1.5508,-0.73,-0.24516,0.778917,1,16
-1.5408,-0.73,-0.246584,0.778702,1,16
-1.5308,-0.73,-0.248025,0.778482,1,16
-1.5208,-0.73,-0.249483,0.778256,1,16
-1.5108,-0.73,-0.250958,0.778024,1,16
-1.5008,-0.73,-0.252451,0.777787,1,16
-1.4908,-0.73,-0.253963,0.777543,1,16
-1.4808,-0.73,-0.255493,0.777294,1,16
-1.4708,-0.73,-0.257042,0.777037,1,16
-1.4608,-0.73,-0.25861,0.776775,1,16
-1.4508,-0.73,-0.260197,0.776505,1,16
-1.4408,-0.73,-0.261805,0.776229,1,16
-1.4308,-0.73,-0.263432,0.775946,1,16
-1.4208,-0.73,-0.26508,0.775655,1,16
-1.4108,-0.73,-0.266749,0.775356,1,16
-1.4008,-0.73,-0.26844,0.77505,1,16
-1.3908,-0.73,-0.270152,0.774736,1,16
-1.3808,-0.73,-0.271886,0.774414,1,16
-1.3708,-0.73,-0.273643,0.774083,1,16
-1.3608,-0.73,-0.275422,0.773744,1,16
-1.3508,-0.73,-0.277225,0.773395,1,16
-1.3408,-0.73,-0.279051,0.773038,1,16
-1.3308,-0.73,-0.280902,0.77267,1,16
-1.3208,-0.73,-0.282778,0.772293,1,16
-1.3108,-0.73,-0.284678,0.771906,1,16
-1.3008,-0.73,-0.286604,0.771509,1,16
-1.2908,-0.73,-0.288556,0.7711,1,16
-1.2808,-0.73,-0.290535,0.770681,1,16
-1.2708,-0.73,-0.292541,0.77025,1,16
-1.2608,-0.73,-0.294574,0.769808,1,16
-1.2508,-0.73,-0.296635,0.769353,1,16
-1.2408,-0.73,-0.298725,0.768886,1,16
-1.2308,-0.73,-0.300844,0.768406,1,16
-1.2208,-0.73,-0.302993,0.767913,1,16
-1.2108,-0.73,-0.305173,0.767406,1,16
-1.2008,-0.73,-0.307383,0.766885,1,16
-1.1908,-0.73,-0.309624,0.766349,1,16
-1.1808,-0.73,-0.311898,0.765799,1,16
-1.1708,-0.73,-0.314205,0.765232,1,16
-1.1608,-0.73,-0.316545,0.76465,1,16
-1.1508,-0.73,-0.318919,0.764051,1,16
-1.1408,-0.73,-0.321328,0.763435,1,16
-1.1308,-0.73,-0.323772,0.762801,1,16
-1.1208,-0.73,-0.326253,0.762149,1,16
-1.1108,-0.73,-0.32877,0.761478,1,16
-1.1008,-0.73,-0.331325,0.760787,1,16
-1.0908,-0.73,-0.333919,0.760076,1,16
-1.0808,-0.73,-0.336552,0.759345,1,16
-1.0708,-0.73,-0.339224,0.758591,1,16
-1.0608,-0.73,-0.341938,0.757816,1,16
-1.0508,-0.73,-0.344693,0.757017,1,16
-1.0408,-0.73,-0.34749,0.756195,1,16
-1.0308,-0.73,-0.350331,0.755347,1,16
-1.0208,-0.73,-0.353216,0.754474,1,16
-1.0108,-0.73,-0.356146,0.753575,1,16
-1.0008,-0.73,-0.359122,0.752648,1,16
-0.990796,-0.73,-0.362146,0.751693,1,16
-0.980796,-0.73,-0.365217,0.750708,1,16
-0.970796,-0.73,-0.368337,0.749693,1,16
-0.960796,-0.73,-0.371507,0.748646,1,16
-0.950796,-0.73,-0.374728,0.747567,1,16
-0.940796,-0.73,-0.378001,0.746454,1,16
-0.930796,-0.73,-0.381328,0.745305,1,16
-0.920796,-0.73,-0.384708,0.744121,1,16
-0.910796,-0.73,-0.388144,0.742898,1,16
-0.900796,-0.73,-0.391636,0.741636,1,16
-0.890796,-0.73,-0.395186,0.740334,1,16
-0.880796,-0.73,-0.398794,0.738989,1,16
-0.870796,-0.73,-0.402463,0.737601,1,16
-0.860796,-0.73,-0.406193,0.736168,1,16
-0.850796,-0.73,-0.409985,0.734687,1,16
-0.840796,-0.73,-0.413841,0.733157,1,16
-0.830796,-0.73,-0.417762,0.731577,1,16
-0.820796,-0.73,-0.421749,0.729944,1,16
-0.810796,-0.73,-0.425803,0.728256,1,16
-0.800796,-0.73,-0.429927,0.726512,1,16
-0.790796,-0.73,-0.43412,0.724708,1,16
-0.780796,-0.73,-0.438386,0.722843,1,16
-0.770796,-0.73,-0.442724,0.720914,1,16
-0.760796,-0.73,-0.447136,0.718919,1,16
-0.750796,-0.73,-0.451624,0.716855,1,16
-0.740796,-0.73,-0.456189,0.714719,1,16
-0.730796,-0.73,-0.460833,0.712509,1,16
-0.720796,-0.73,-0.465556,0.710222,1,16
-0.710796,-0.73,-0.470361,0.707854,1,16
-0.700796,-0.73,-0.475248,0.705402,1,16
-0.690796,-0.73,-0.480219,0.702863,1,16
-0.680796,-0.73,-0.485276,0.700233,1,16
-0.670796,-0.73,-0.490419,0.697509,1,16
-0.660796,-0.73,-0.49565,0.694687,1,16
-0.650796,-0.73,-0.50097,0.691763,1,16
-0.640796,-0.73,-0.506381,0.688732,1,16
-0.630796,-0.73,-0.511883,0.685591,1,16
-0.620796,-0.73,-0.517478,0.682335,1,16
-0.610796,-0.73,-0.523166,0.67896,1,16
-0.600796,-0.73,-0.52895,0.675459,1,16
-0.590796,-0.73,-0.534829,0.671829,1,16
-0.580796,-0.73,-0.540805,0.668065,1,16
-0.570796,-0.73,-0.546878,0.66416,1,16
-0.560796,-0.73,-0.553048,0.660109,1,16
-0.550796,-0.73,-0.559317,0.655906,1,16
-0.540796,-0.73,-0.565685,0.651546,1,16
-0.530796,-0.73,-0.572152,0.647021,1,16
-0.520796,-0.73,-0.578717,0.642325,1,16
-0.510796,-0.73,-0.585381,0.637452,1,16
-0.500796,-0.73,-0.592142,0.632394,1,16
-0.490796,-0.73,-0.599001,0.627145,1,16
-0.480796,-0.73,-0.605957,0.621697,1,16
-0.470796,-0.73,-0.613007,0.616041,1,16
-0.460796,-0.73,-0.620152,0.610172,1,16
-0.450796,-0.73,-0.627387,0.604079,1,16
-0.440796,-0.73,-0.634713,0.597756,1,16
-0.430796,-0.73,-0.642124,0.591194,1,16
-0.420796,-0.73,-0.64962,0.584383,1,16
-0.410796,-0.73,-0.657195,0.577316,1,16
-0.400796,-0.73,-0.664846,0.569984,1,16
-0.390796,-0.73,-0.672569,0.562377,1,16
-0.380796,-0.73,-0.680357,0.554487,1,16
-0.370796,-0.73,-0.688206,0.546304,1,16
-0.360796,-0.73,-0.696108,0.53782,1,16
-0.350796,-0.73,-0.704057,0.529026,1,16
-0.340796,-0.73,-0.712045,0.519912,1,16
-0.330796,-0.73,-0.720064,0.510469,1,16
-0.320796,-0.73,-0.728103,0.50069,1,16
-0.310796,-0.73,-0.736153,0.490567,1,16
-0.300796,-0.73,-0.744204,0.48009,1,16
-0.290796,-0.73,-0.752242,0.469253,1,16
-0.280796,-0.73,-0.760257,0.458048,1,16
-0.270796,-0.73,-0.768233,0.44647,1,16
-0.260796,-0.73,-0.776158,0.434513,1,16
-0.250796,-0.73,-0.784015,0.422171,1,16
-0.240796,-0.73,-0.791789,0.40944,1,16
-0.230796,-0.73,-0.799463,0.396319,1,16
-0.220796,-0.73,-0.80702,0.382804,1,16
-0.210796,-0.73,-0.814441,0.368895,1,16
-0.200796,-0.73,-0.821707,0.354593,1,16
-0.190796,-0.73,-0.828799,0.339899,1,16
-0.180796,-0.73,-0.835697,0.324818,1,16
-0.170796,-0.73,-0.842381,0.309354,1,16
-0.160796,-0.73,-0.848829,0.293514,1,16
-0.150796,-0.73,-0.855022,0.277307,1,16
-0.140796,-0.73,-0.860939,0.260744,1,16
-0.130796,-0.73,-0.866558,0.243835,1,16
-0.120796,-0.73,-0.87186,0.226597,1,16
-0.110796,-0.73,-0.876825,0.209044,1,16
-0.100796,-0.73,-0.881434,0.191195,1,16
-0.0907963,-0.73,-0.885669,0.173069,1,16
-0.0807963,-0.73,-0.889513,0.154688,1,16
-0.0707963,-0.73,-0.892949,0.136076,1,16
-0.0607963,-0.73,-0.895963,0.117257,1,16
-0.0507963,-0.73,-0.898543,0.0982574,1,16
-0.0407963,-0.73,-0.900677,0.0791048,1,16
-0.0307963,-0.73,-0.902355,0.0598279,1,16
-0.0207963,-0.73,-0.903569,0.0404563,1,16
-0.0107963,-0.73,-0.904316,0.0210204,1,16
-0.000796327,-0.73,-0.90459,0.00155092,1,16
0.00920367,-0.73,-0.904391,-0.017921,1,16
0.0192037,-0.73,-0.90372,-0.0373643,1,16
0.0292037,-0.73,-0.902579,-0.0567482,1,16
0.0392037,-0.73,-0.900975,-0.0760422,1,16
0.0492037,-0.73,-0.898913,-0.0952166,1,16
0.0592037,-0.73,-0.896404,-0.114242,1,16
0.0692037,-0.73,-0.893458,-0.133092,1,16
0.0792037,-0.73,-0.890088,-0.151739,1,16
0.0892037,-0.73,-0.886308,-0.170158,1,16
0.0992037,-0.73,-0.882134,-0.188326,1,16
0.109204,-0.73,-0.877584,-0.20622,1,16
0.119204,-0.73,-0.872674,-0.223822,1,16
0.129204,-0.73,-0.867424,-0.241112,1,16
0.139204,-0.73,-0.861854,-0.258073,1,16
0.149204,-0.73,-0.855984,-0.274693,1,16
0.159204,-0.73,-0.849833,-0.290957,1,16
0.169204,-0.73,-0.843424,-0.306856,1,16
0.179204,-0.73,-0.836777,-0.322381,1,16
0.189204,-0.73,-0.829911,-0.337523,1,16
0.199204,-0.73,-0.822849,-0.352279,1,16
0.209204,-0.73,-0.815609,-0.366644,1,16
0.219204,-0.73,-0.808212,-0.380615,1,16
0.229204,-0.73,-0.800675,-0.394193,1,16
0.239204,-0.73,-0.793019,-0.407377,1,16
0.249204,-0.73,-0.785259,-0.420169,1,16
0.259204,-0.73,-0.777414,-0.432573,1,16
0.269204,-0.73,-0.769499,-0.444591,1,16
0.279204,-0.73,-0.76153,-0.45623,1,16
0.289204,-0.73,-0.753521,-0.467493,1,16
0.299204,-0.73,-0.745485,-0.478388,1,16
0.309204,-0.73,-0.737436,-0.488922,1,16
0.319204,-0.73,-0.729385,-0.499101,1,16
0.329204,-0.73,-0.721343,-0.508935,1,16
0.339204,-0.73,-0.71332,-0.51843,1,16
0.349204,-0.73,-0.705327,-0.527596,1,16
0.359204,-0.73,-0.697371,-0.536441,1,16
0.369204,-0.73,-0.689461,-0.544974,1,16
0.379204,-0.73,-0.681603,-0.553204,1,16
0.389204,-0.73,-0.673805,-0.56114,1,16
0.399204,-0.73,-0.666071,-0.568791,1,16
0.409204,-0.73,-0.658409,-0.576167,1,16
0.419204,-0.73,-0.650821,-0.583275,1,16
0.429204,-0.73,-0.643313,-0.590126,1,16
0.439204,-0.73,-0.635887,-0.596727,1,16
0.449204,-0.73,-0.628548,-0.603088,1,16
0.459204,-0.73,-0.621298,-0.609217,1,16
0.469204,-0.73,-0.614139,-0.615121,1,16
0.479204,-0.73,-0.607073,-0.62081,1,16
0.489204,-0.73,-0.600103,-0.626291,1,16
0.499204,-0.73,-0.593228,-0.631571,1,16
0.509204,-0.73,-0.586451,-0.636659,1,16
0.519204,-0.73,-0.579772,-0.641561,1,16
0.529204,-0.73,-0.573191,-0.646285,1,16
0.539204,-0.73,-0.566708,-0.650836,1,16
0.549204,-0.73,-0.560325,-0.655223,1,16
0.559204,-0.73,-0.55404,-0.65945,1,16
0.569204,-0.73,-0.547854,-0.663525,1,16
0.579204,-0.73,-0.541765,-0.667452,1,16
0.589204,-0.73,-0.535774,-0.671239,1,16
0.599204,-0.73,-0.52988,-0.67489,1,16
0.609204,-0.73,-0.524081,-0.678411,1,16
0.619204,-0.73,-0.518377,-0.681806,1,16
0.629204,-0.73,-0.512768,-0.68508,1,16
0.639204,-0.73,-0.507251,-0.688239,1,16
0.649204,-0.73,-0.501826,-0.691287,1,16
0.659204,-0.73,-0.496491,-0.694228,1,16
0.669204,-0.73,-0.491246,-0.697066,1,16
0.679204,-0.73,-0.486089,-0.699805,1,16
0.689204,-0.73,-0.481019,-0.70245,1,16
0.699204,-0.73,-0.476034,-0.705003,1,16
0.709204,-0.73,-0.471134,-0.707469,1,16
0.719204,-0.73,-0.466316,-0.70985,1,16
0.729204,-0.73,-0.46158,-0.71215,1,16
0.739204,-0.73,-0.456924,-0.714372,1,16
0.749204,-0.73,-0.452346,-0.71652,1,16
0.759204,-0.73,-0.447846,-0.718595,1,16
0.769204,-0.73,-0.443421,-0.720601,1,16
0.779204,-0.73,-0.439072,-0.72254,1,16
0.789204,-0.73,-0.434795,-0.724415,1,16
0.799204,-0.73,-0.43059,-0.726228,1,16
0.809204,-0.73,-0.426455,-0.727982,1,16
0.819204,-0.73,-0.42239,-0.729679,1,16
0.829204,-0.73,-0.418392,-0.731321,1,16
0.839204,-0.73,-0.414461,-0.732909,1,16
0.849204,-0.73,-0.410595,-0.734447,1,16
0.859204,-0.73,-0.406792,-0.735935,1,16
0.869204,-0.73,-0.403053,-0.737376,1,16
0.879204,-0.73,-0.399375,-0.738771,1,16
0.889204,-0.73,-0.395757,-0.740123,1,16
0.899204,-0.73,-0.392197,-0.741432,1,16
0.909204,-0.73,-0.388696,-0.7427,1,16
0.919204,-0.73,-0.385251,-0.743928,1,16
0.929204,-0.73,-0.381862,-0.745119,1,16
0.939204,-0.73,-0.378527,-0.746273,1,16
0.949204,-0.73,-0.375246,-0.747392,1,16
0.959204,-0.73,-0.372017,-0.748477,1,16
0.969204,-0.73,-0.368839,-0.749528,1,16
0.979204,-0.73,-0.36571,-0.750549,1,16
0.989204,-0.73,-0.362632,-0.751538,1,16
0.999204,-0.73,-0.359601,-0.752498,1,16
1.0092,-0.73,-0.356617,-0.753429,1,16
1.0192,-0.73,-0.35368,-0.754333,1,16
1.0292,-0.73,-0.350787,-0.75521,1,16
1.0392,-0.73,-0.34794,-0.756061,1,16
1.0492,-0.73,-0.345135,-0.756888,1,16
1.0592,-0.73,-0.342374,-0.75769,1,16
1.0692,-0.73,-0.339654,-0.758469,1,16
1.0792,-0.73,-0.336975,-0.759226,1,16
1.0892,-0.73,-0.334336,-0.759961,1,16
1.0992,-0.73,-0.331736,-0.760675,1,16
1.1092,-0.73,-0.329175,-0.761369,1,16
1.1192,-0.73,-0.326651,-0.762043,1,16
1.1292,-0.73,-0.324165,-0.762698,1,16
1.1392,-0.73,-0.321715,-0.763335,1,16
1.1492,-0.73,-0.3193,-0.763954,1,16
1.1592,-0.73,-0.316921,-0.764556,1,16
1.1692,-0.73,-0.314575,-0.765141,1,16
1.1792,-0.73,-0.312263,-0.765709,1,16
1.1892,-0.73,-0.309984,-0.766263,1,16
1.1992,-0.73,-0.307738,-0.766801,1,16
1.2092,-0.73,-0.305522,-0.767324,1,16
1.2192,-0.73,-0.303338,-0.767833,1,16
1.2292,-0.73,-0.301185,-0.768329,1,16
1.2392,-0.73,-0.299061,-0.768811,1,16
1.2492,-0.73,-0.296966,-0.76928,1,16
1.2592,-0.73,-0.2949,-0.769736,1,16
1.2692,-0.73,-0.292863,-0.770181,1,16
1.2792,-0.73,-0.290852,-0.770613,1,16
1.2892,-0.73,-0.28887,-0.771034,1,16
1.2992,-0.73,-0.286913,-0.771444,1,16
1.3092,-0.73,-0.284983,-0.771844,1,16
1.3192,-0.73,-0.283079,-0.772232,1,16
1.3292,-0.73,-0.281199,-0.772611,1,16
1.3392,-0.73,-0.279345,-0.77298,1,16
1.3492,-0.73,-0.277514,-0.773339,1,16
1.3592,-0.73,-0.275708,-0.773689,1,16
1.3692,-0.73,-0.273924,-0.77403,1,16
1.3792,-0.73,-0.272164,-0.774362,1,16
1.3892,-0.73,-0.270427,-0.774685,1,16
1.3992,-0.73,-0.268711,-0.775001,1,16
1.4092,-0.73,-0.267017,-0.775308,1,16
1.4192,-0.73,-0.265345,-0.775608,1,16
1.4292,-0.73,-0.263693,-0.7759,1,16
1.4392,-0.73,-0.262063,-0.776184,1,16
1.4492,-0.73,-0.260452,-0.776462,1,16
1.4592,-0.73,-0.258861,-0.776732,1,16
1.4692,-0.73,-0.25729,-0.776996,1,16
1.4792,-0.73,-0.255738,-0.777253,1,16
1.4892,-0.73,-0.254205,-0.777504,1,16
1.4992,-0.73,-0.252691,-0.777749,1,16
1.5092,-0.73,-0.251195,-0.777987,1,16
1.5192,-0.73,-0.249716,-0.77822,1,16
1.5292,-0.73,-0.248256,-0.778446,1,16
1.5392,-0.73,-0.246812,-0.778668,1,16
1.5492,-0.73,-0.245386,-0.778884,1,16
1.5592,-0.73,-0.243976,-0.779094,1,16
1.5692,-0.73,-0.242583,-0.7793,1,16
-1.5708,-0.72,-0.239508,0.780191,1,16
-1.5608,-0.72,-0.240884,0.779997,1,16
-1.5508,-0.72,-0.242277,0.779797,1,16
-1.5408,-0.72,-0.243685,0.779593,1,16
-1.5308,-0.72,-0.245111,0.779383,1,16
-1.5208,-0.72,-0.246554,0.779168,1,16
-1.5108,-0.72,-0.248014,0.778947,1,16
-1.5008,-0.72,-0.249492,0.778721,1,16
-1.4908,-0.72,-0.250989,0.778489,1,16
-1.4808,-0.72,-0.252503,0.778251,1,16
-1.4708,-0.72,-0.254036,0.778007,1,16
-1.4608,-0.72,-0.255589,0.777756,1,16
-1.4508,-0.72,-0.25716,0.777499,1,16
-1.4408,-0.72,-0.258752,0.777235,1,16
-1.4308,-0.72,-0.260363,0.776964,1,16
-1.4208,-0.72,-0.261995,0.776686,1,16
-1.4108,-0.72,-0.263648,0.776401,1,16
-1.4008,-0.72,-0.265322,0.776108,1,16
-1.3908,-0.72,-0.267017,0.775808,1,16
-1.3808,-0.72,-0.268734,0.7755,1,16
-1.3708,-0.72,-0.270474,0.775183,1,16
-1.3608,-0.72,-0.272237,0.774858,1,16
-1.3508,-0.72,-0.274022,0.774524,1,16
-1.3408,-0.72,-0.275832,0.774181,1,16
-1.3308,-0.72,-0.277665,0.773829,1,16
-1.3208,-0.72,-0.279523,0.773468,1,16
-1.3108,-0.72,-0.281406,0.773096,1,16
-1.3008,-0.72,-0.283315,0.772715,1,16
-1.2908,-0.72,-0.285249,0.772323,1,16
-1.2808,-0.72,-0.28721,0.771921,1,16
-1.2708,-0.72,-0.289197,0.771507,1,16
-1.2608,-0.72,-0.291212,0.771082,1,16
-1.2508,-0.72,-0.293256,0.770645,1,16
-1.2408,-0.72,-0.295327,0.770196,1,16
-1.2308,-0.72,-0.297428,0.769734,1,16
-1.2208,-0.72,-0.299558,0.76926,1,16
-1.2108,-0.72,-0.301719,0.768772,1,16
-1.2008,-0.72,-0.30391,0.76827,1,16
-1.1908,-0.72,-0.306133,0.767755,1,16
-1.1808,-0.72,-0.308388,0.767224,1,16
-1.1708,-0.72,-0.310676,0.766678,1,16
-1.1608,-0.72,-0.312997,0.766117,1,16
-1.1508,-0.72,-0.315352,0.76554,1,16
-1.1408,-0.72,-0.317741,0.764945,1,16
-1.1308,-0.72,-0.320166,0.764334,1,16
-1.1208,-0.72,-0.322628,0.763704,1,16
-1.1108,-0.72,-0.325126,0.763057,1,16
-1.1008,-0.72,-0.327661,0.76239,1,16
-1.0908,-0.72,-0.330235,0.761703,1,16
-1.0808,-0.72,-0.332848,0.760996,1,16
-1.0708,-0.72,-0.335501,0.760268,1,16
-1.0608,-0.72,-0.338195,0.759519,1,16
-1.0508,-0.72,-0.34093,0.758746,1,16
-1.0408,-0.72,-0.343708,0.75795,1,16
-1.0308,-0.72,-0.34653,0.75713,1,16
-1.0208,-0.72,-0.349395,0.756285,1,16
-1.0108,-0.72,-0.352306,0.755414,1,16
-1.0008,-0.72,-0.355262,0.754517,1,16
-0.990796,-0.72,-0.358266,0.753591,1,16
-0.980796,-0.72,-0.361318,0.752637,1,16
-0.970796,-0.72,-0.364419,0.751653,1,16
-0.960796,-0.72,-0.36757,0.750638,1,16
-0.950796,-0.72,-0.370772,0.74959,1,16
-0.940796,-0.72,-0.374026,0.74851,1,16
-0.930796,-0.72,-0.377333,0.747395,1,16
-0.920796,-0.72,-0.380695,0.746245,1,16
-0.910796,-0.72,-0.384113,0.745057,1,16
-0.900796,-0.72,-0.387587,0.743831,1,16
-0.890796,-0.72,-0.391119,0.742565,1,16
-0.880796,-0.72,-0.39471,0.741258,1,16
-0.870796,-0.72,-0.398361,0.739908,1,16
-0.860796,-0.72,-0.402074,0.738513,1,16
-0.850796,-0.72,-0.405849,0.737072,1,16
-0.840796,-0.72,-0.409689,0.735583,1,16
-0.830796,-0.72,-0.413594,0.734043,1,16
-0.820796,-0.72,-0.417566,0.732452,1,16
-0.810796,-0.72,-0.421605,0.730807,1,16
-0.800796,-0.72,-0.425715,0.729106,1,16
-0.790796,-0.72,-0.429894,0.727347,1,16
-0.780796,-0.72,-0.434147,0.725528,1,16
-0.770796,-0.72,-0.438472,0.723645,1,16
-0.760796,-0.72,-0.442873,0.721697,1,16
-0.750796,-0.72,-0.447351,0.719681,1,16
-0.740796,-0.72,-0.451906,0.717594,1,16
-0.730796,-0.72,-0.45654,0.715434,1,16
-0.720796,-0.72,-0.461255,0.713197,1,16
-0.710796,-0.72,-0.466053,0.71088,1,16
-0.700796,-0.72,-0.470934,0.708481,1,16
-0.690796,-0.72,-0.475901,0.705995,1,16
-0.680796,-0.72,-0.480954,0.703419,1,16
-0.670796,-0.72,-0.486094,0.70075,1,16
-0.660796,-0.72,-0.491325,0.697984,1,16
-0.650796,-0.72,-0.496646,0.695116,1,16
-0.640796,-0.72,-0.502058,0.692143,1,16
-0.630796,-0.72,-0.507565,0.68906,1,16
-0.620796,-0.72,-0.513166,0.685863,1,16
-0.610796,-0.72,-0.518862,0.682547,1,16
-0.600796,-0.72,-0.524655,0.679107,1,16
-0.590796,-0.72,-0.530547,0.675538,1,16
-0.580796,-0.72,-0.536537,0.671835,1,16
-0.570796,-0.72,-0.542626,0.667992,1,16
-0.560796,-0.72,-0.548816,0.664003,1,16
-0.550796,-0.72,-0.555107,0.659863,1,16
-0.540796,-0.72,-0.561499,0.655565,1,16
-0.530796,-0.72,-0.567993,0.651102,1,16
-0.520796,-0.72,-0.574589,0.646469,1,16
-0.510796,-0.72,-0.581287,0.641659,1,16
-0.500796,-0.72,-0.588086,0.636663,1,16
-0.490796,-0.72,-0.594986,0.631476,1,16
-0.480796,-0.72,-0.601986,0.626088,1,16
-0.470796,-0.72,-0.609084,0.620493,1,16
-0.460796,-0.72,-0.616281,0.614683,1,16
-0.450796,-0.72,-0.623573,0.608648,1,16
-0.440796,-0.72,-0.630959,0.602381,1,16
-0.430796,-0.72,-0.638436,0.595874,1,16
-0.420796,-0.72,-0.646001,0.589116,1,16
-0.410796,-0.72,-0.653651,0.582099,1,16
-0.400796,-0.72,-0.661381,0.574814,1,16
-0.390796,-0.72,-0.669188,0.567252,1,16
-0.380796,-0.72,-0.677065,0.559403,1,16
-0.370796,-0.72,-0.685009,0.551258,1,16
-0.360796,-0.72,-0.693011,0.542807,1,16
-0.350796,-0.72,-0.701065,0.53404,1,16
-0.340796,-0.72,-0.709163,0.52495,1,16
-0.330796,-0.72,-0.717297,0.515525,1,16
-0.320796,-0.72,-0.725457,0.505758,1,16
-0.310796,-0.72,-0.733633,0.495639,1,16
-0.300796,-0.72,-0.741814,0.485161,1,16
-0.290796,-0.72,-0.749989,0.474314,1,16
-0.280796,-0.72,-0.758143,0.463091,1,16
-0.270796,-0.72,-0.766265,0.451487,1,16
-0.260796,-0.72,-0.774338,0.439493,1,16
-0.250796,-0.72,-0.782349,0.427105,1,16
-0.240796,-0.72,-0.790279,0.414319,1,16
-0.230796,-0.72,-0.798112,0.40113,1,16
-0.220796,-0.72,-0.80583,0.387537,1,16
-0.210796,-0.72,-0.813415,0.373538,1,16
