slip_angle [rad],slip_ratio [-],Fx [N],Fy [N],Fz [N],w [rad/s]
0.859204,-0.99,-0.500445,-0.672706,1,16
0.869204,-0.99,-0.496539,-0.675048,1,16
0.879204,-0.99,-0.49268,-0.677331,1,16
0.889204,-0.99,-0.488867,-0.679556,1,16
0.899204,-0.99,-0.485102,-0.681726,1,16
0.909204,-0.99,-0.481382,-0.683842,1,16
0.919204,-0.99,-0.477708,-0.685905,1,16
0.929204,-0.99,-0.474079,-0.687917,1,16
0.939204,-0.99,-0.470494,-0.689879,1,16
0.949204,-0.99,-0.466954,-0.691793,1,16
0.959204,-0.99,-0.463457,-0.693661,1,16
0.969204,-0.99,-0.460003,-0.695482,1,16
0.979204,-0.99,-0.456592,-0.69726,1,16
0.989204,-0.99,-0.453223,-0.698994,1,16
0.999204,-0.99,-0.449895,-0.700686,1,16
1.0092,-0.99,-0.446608,-0.702338,1,16
1.0192,-0.99,-0.443362,-0.70395,1,16
1.0292,-0.99,-0.440156,-0.705524,1,16
1.0392,-0.99,-0.436989,-0.70706,1,16
1.0492,-0.99,-0.433861,-0.70856,1,16
1.0592,-0.99,-0.430771,-0.710024,1,16
1.0692,-0.99,-0.42772,-0.711454,1,16
1.0792,-0.99,-0.424705,-0.712851,1,16
1.0892,-0.99,-0.421728,-0.714215,1,16
1.0992,-0.99,-0.418787,-0.715547,1,16
1.1092,-0.99,-0.415882,-0.716849,1,16
1.1192,-0.99,-0.413012,-0.71812,1,16
1.1292,-0.99,-0.410176,-0.719362,1,16
1.1392,-0.99,-0.407376,-0.720577,1,16
1.1492,-0.99,-0.404609,-0.721763,1,16
1.1592,-0.99,-0.401875,-0.722922,1,16
1.1692,-0.99,-0.399175,-0.724056,1,16
1.1792,-0.99,-0.396507,-0.725164,1,16
1.1892,-0.99,-0.393871,-0.726247,1,16
1.1992,-0.99,-0.391266,-0.727306,1,16
1.2092,-0.99,-0.388692,-0.728341,1,16
1.2192,-0.99,-0.386149,-0.729353,1,16
1.2292,-0.99,-0.383636,-0.730344,1,16
1.2392,-0.99,-0.381153,-0.731312,1,16
1.2492,-0.99,-0.378699,-0.732259,1,16
1.2592,-0.99,-0.376274,-0.733186,1,16
1.2692,-0.99,-0.373878,-0.734093,1,16
1.2792,-0.99,-0.371509,-0.73498,1,16
1.2892,-0.99,-0.369168,-0.735848,1,16
1.2992,-0.99,-0.366854,-0.736697,1,16
1.3092,-0.99,-0.364567,-0.737528,1,16
1.3192,-0.99,-0.362307,-0.738342,1,16
1.3292,-0.99,-0.360072,-0.739138,1,16
1.3392,-0.99,-0.357863,-0.739918,1,16
1.3492,-0.99,-0.355679,-0.740681,1,16
1.3592,-0.99,-0.35352,-0.741429,1,16
1.3692,-0.99,-0.351386,-0.74216,1,16
1.3792,-0.99,-0.349276,-0.742877,1,16
1.3892,-0.99,-0.347189,-0.743579,1,16
1.3992,-0.99,-0.345126,-0.744266,1,16
1.4092,-0.99,-0.343086,-0.744939,1,16
1.4192,-0.99,-0.341069,-0.745599,1,16
1.4292,-0.99,-0.339074,-0.746245,1,16
1.4392,-0.99,-0.337102,-0.746878,1,16
1.4492,-0.99,-0.335151,-0.747499,1,16
1.4592,-0.99,-0.333222,-0.748106,1,16
1.4692,-0.99,-0.331313,-0.748702,1,16
1.4792,-0.99,-0.329426,-0.749286,1,16
1.4892,-0.99,-0.327559,-0.749858,1,16
1.4992,-0.99,-0.325712,-0.750419,1,16
1.5092,-0.99,-0.323885,-0.750969,1,16
1.5192,-0.99,-0.322078,-0.751508,1,16
1.5292,-0.99,-0.320291,-0.752036,1,16
1.5392,-0.99,-0.318522,-0.752554,1,16
1.5492,-0.99,-0.316772,-0.753062,1,16
1.5592,-0.99,-0.315041,-0.753561,1,16
1.5692,-0.99,-0.313328,-0.754049,1,16
-1.5708,-0.98,-0.31047,0.755186,1,16
-1.5608,-0.98,-0.312169,0.754711,1,16
-1.5508,-0.98,-0.313888,0.754225,1,16
-1.5408,-0.98,-0.315624,0.75373,1,16
-1.5308,-0.98,-0.31738,0.753226,1,16
-1.5208,-0.98,-0.319154,0.752711,1,16
-1.5108,-0.98,-0.320948,0.752186,1,16
-1.5008,-0.98,-0.322761,0.75165,1,16
-1.4908,-0.98,-0.324594,0.751103,1,16
-1.4808,-0.98,-0.326447,0.750546,1,16
-1.4708,-0.98,-0.328321,0.749977,1,16
-1.4608,-0.98,-0.330216,0.749396,1,16
-1.4508,-0.98,-0.332131,0.748803,1,16
-1.4408,-0.98,-0.334068,0.748199,1,16
-1.4308,-0.98,-0.336027,0.747581,1,16
-1.4208,-0.98,-0.338008,0.746951,1,16
-1.4108,-0.98,-0.340011,0.746308,1,16
-1.4008,-0.98,-0.342037,0.745651,1,16
-1.3908,-0.98,-0.344086,0.74498,1,16
-1.3808,-0.98,-0.346158,0.744296,1,16
-1.3708,-0.98,-0.348254,0.743596,1,16
-1.3608,-0.98,-0.350374,0.742882,1,16
-1.3508,-0.98,-0.352519,0.742153,1,16
-1.3408,-0.98,-0.354688,0.741408,1,16
-1.3308,-0.98,-0.356883,0.740647,1,16
-1.3208,-0.98,-0.359103,0.739869,1,16
-1.3108,-0.98,-0.36135,0.739074,1,16
-1.3008,-0.98,-0.363622,0.738263,1,16
-1.2908,-0.98,-0.365922,0.737433,1,16
-1.2808,-0.98,-0.368248,0.736585,1,16
-1.2708,-0.98,-0.370602,0.735718,1,16
-1.2608,-0.98,-0.372985,0.734833,1,16
-1.2508,-0.98,-0.375395,0.733927,1,16
-1.2408,-0.98,-0.377835,0.733001,1,16
-1.2308,-0.98,-0.380303,0.732055,1,16
-1.2208,-0.98,-0.382802,0.731087,1,16
-1.2108,-0.98,-0.385331,0.730097,1,16
-1.2008,-0.98,-0.38789,0.729084,1,16
-1.1908,-0.98,-0.39048,0.728049,1,16
-1.1808,-0.98,-0.393102,0.726989,1,16
-1.1708,-0.98,-0.395756,0.725905,1,16
-1.1608,-0.98,-0.398443,0.724797,1,16
-1.1508,-0.98,-0.401162,0.723662,1,16
-1.1408,-0.98,-0.403915,0.722501,1,16
-1.1308,-0.98,-0.406702,0.721313,1,16
-1.1208,-0.98,-0.409523,0.720097,1,16
-1.1108,-0.98,-0.412379,0.718852,1,16
-1.1008,-0.98,-0.415271,0.717577,1,16
-1.0908,-0.98,-0.418199,0.716273,1,16
-1.0808,-0.98,-0.421163,0.714936,1,16
-1.0708,-0.98,-0.424164,0.713568,1,16
-1.0608,-0.98,-0.427203,0.712167,1,16
-1.0508,-0.98,-0.43028,0.710732,1,16
-1.0408,-0.98,-0.433395,0.709262,1,16
-1.0308,-0.98,-0.436549,0.707756,1,16
-1.0208,-0.98,-0.439744,0.706214,1,16
-1.0108,-0.98,-0.442978,0.704633,1,16
-1.0008,-0.98,-0.446253,0.703013,1,16
-0.990796,-0.98,-0.449569,0.701353,1,16
-0.980796,-0.98,-0.452927,0.699652,1,16
-0.970796,-0.98,-0.456328,0.697908,1,16
-0.960796,-0.98,-0.459771,0.69612,1,16
-0.950796,-0.98,-0.463258,0.694288,1,16
-0.940796,-0.98,-0.466789,0.692409,1,16
-0.930796,-0.98,-0.470364,0.690482,1,16
-0.920796,-0.98,-0.473984,0.688506,1,16
-0.910796,-0.98,-0.47765,0.68648,1,16
-0.900796,-0.98,-0.481361,0.684401,1,16
-0.890796,-0.98,-0.485119,0.682269,1,16
-0.880796,-0.98,-0.488924,0.680082,1,16
-0.870796,-0.98,-0.492777,0.677838,1,16
-0.860796,-0.98,-0.496678,0.675536,1,16
-0.850796,-0.98,-0.500627,0.673173,1,16
-0.840796,-0.98,-0.504624,0.670749,1,16
-0.830796,-0.98,-0.508671,0.66826,1,16
-0.820796,-0.98,-0.512768,0.665706,1,16
-0.810796,-0.98,-0.516914,0.663085,1,16
-0.800796,-0.98,-0.521111,0.660394,1,16
-0.790796,-0.98,-0.525359,0.657631,1,16
-0.780796,-0.98,-0.529658,0.654795,1,16
-0.770796,-0.98,-0.534007,0.651883,1,16
-0.760796,-0.98,-0.538409,0.648892,1,16
-0.750796,-0.98,-0.542862,0.645822,1,16
-0.740796,-0.98,-0.547366,0.642668,1,16
-0.730796,-0.98,-0.551923,0.639429,1,16
-0.720796,-0.98,-0.556531,0.636103,1,16
-0.710796,-0.98,-0.561192,0.632686,1,16
-0.700796,-0.98,-0.565904,0.629177,1,16
-0.690796,-0.98,-0.570668,0.625572,1,16
-0.680796,-0.98,-0.575484,0.621869,1,16
-0.670796,-0.98,-0.580351,0.618065,1,16
-0.660796,-0.98,-0.585269,0.614157,1,16
-0.650796,-0.98,-0.590238,0.610142,1,16
-0.640796,-0.98,-0.595257,0.606017,1,16
-0.630796,-0.98,-0.600325,0.60178,1,16
-0.620796,-0.98,-0.605443,0.597427,1,16
-0.610796,-0.98,-0.610608,0.592954,1,16
-0.600796,-0.98,-0.61582,0.588359,1,16
-0.590796,-0.98,-0.621079,0.583639,1,16
-0.580796,-0.98,-0.626383,0.578789,1,16
-0.570796,-0.98,-0.631731,0.573807,1,16
-0.560796,-0.98,-0.637121,0.56869,1,16
-0.550796,-0.98,-0.642552,0.563433,1,16
-0.540796,-0.98,-0.648023,0.558034,1,16
-0.530796,-0.98,-0.653531,0.552488,1,16
-0.520796,-0.98,-0.659074,0.546793,1,16
-0.510796,-0.98,-0.664651,0.540944,1,16
-0.500796,-0.98,-0.670258,0.534939,1,16
-0.490796,-0.98,-0.675894,0.528773,1,16
-0.480796,-0.98,-0.681556,0.522444,1,16
-0.470796,-0.98,-0.68724,0.515947,1,16
-0.460796,-0.98,-0.692944,0.509279,1,16
-0.450796,-0.98,-0.698665,0.502437,1,16
-0.440796,-0.98,-0.704398,0.495417,1,16
-0.430796,-0.98,-0.71014,0.488217,1,16
-0.420796,-0.98,-0.715886,0.480832,1,16
-0.410796,-0.98,-0.721634,0.47326,1,16
-0.400796,-0.98,-0.727377,0.465498,1,16
-0.390796,-0.98,-0.733112,0.457542,1,16
-0.380796,-0.98,-0.738833,0.449391,1,16
-0.370796,-0.98,-0.744535,0.441042,1,16
-0.360796,-0.98,-0.750213,0.432492,1,16
-0.350796,-0.98,-0.755861,0.423739,1,16
-0.340796,-0.98,-0.761472,0.414782,1,16
-0.330796,-0.98,-0.767041,0.405619,1,16
-0.320796,-0.98,-0.772561,0.396248,1,16
-0.310796,-0.98,-0.778026,0.386669,1,16
-0.300796,-0.98,-0.783428,0.376881,1,16
-0.290796,-0.98,-0.78876,0.366883,1,16
-0.280796,-0.98,-0.794016,0.356676,1,16
-0.270796,-0.98,-0.799187,0.34626,1,16
-0.260796,-0.98,-0.804266,0.335636,1,16
-0.250796,-0.98,-0.809245,0.324805,1,16
-0.240796,-0.98,-0.814117,0.313769,1,16
-0.230796,-0.98,-0.818872,0.302531,1,16
-0.220796,-0.98,-0.823504,0.291092,1,16
-0.210796,-0.98,-0.828003,0.279457,1,16
-0.200796,-0.98,-0.832363,0.267629,1,16
-0.190796,-0.98,-0.836574,0.255612,1,16
-0.180796,-0.98,-0.840628,0.243412,1,16
-0.170796,-0.98,-0.844518,0.231033,1,16
-0.160796,-0.98,-0.848236,0.218483,1,16
-0.150796,-0.98,-0.851775,0.205766,1,16
-0.140796,-0.98,-0.855125,0.192891,1,16
-0.130796,-0.98,-0.858281,0.179865,1,16
-0.120796,-0.98,-0.861236,0.166696,1,16
-0.110796,-0.98,-0.863982,0.153393,1,16
-0.100796,-0.98,-0.866514,0.139965,1,16
-0.0907963,-0.98,-0.868825,0.126422,1,16
-0.0807963,-0.98,-0.870911,0.112773,1,16
-0.0707963,-0.98,-0.872765,0.09903,1,16
-0.0607963,-0.98,-0.874385,0.0852027,1,16
-0.0507963,-0.98,-0.875765,0.0713027,1,16
-0.0407963,-0.98,-0.876903,0.0573415,1,16
-0.0307963,-0.98,-0.877796,0.0433308,1,16
-0.0207963,-0.98,-0.87844,0.0292826,1,16
-0.0107963,-0.98,-0.878836,0.0152089,1,16
-0.000796327,-0.98,-0.878981,0.00112198,1,16
0.00920367,-0.98,-0.878876,-0.0129659,1,16
0.0192037,-0.98,-0.87852,-0.0270425,1,16
0.0292037,-0.98,-0.877915,-0.0410956,1,16
0.0392037,-0.98,-0.877062,-0.0551131,1,16
0.0492037,-0.98,-0.875963,-0.069083,1,16
0.0592037,-0.98,-0.874621,-0.0829935,1,16
0.0692037,-0.98,-0.873039,-0.0968331,1,16
0.0792037,-0.98,-0.871222,-0.110591,1,16
0.0892037,-0.98,-0.869172,-0.124255,1,16
0.0992037,-0.98,-0.866897,-0.137816,1,16
0.109204,-0.98,-0.8644,-0.151263,1,16
0.119204,-0.98,-0.861687,-0.164586,1,16
0.129204,-0.98,-0.858765,-0.177777,1,16
0.139204,-0.98,-0.855641,-0.190826,1,16
0.149204,-0.98,-0.852321,-0.203726,1,16
0.159204,-0.98,-0.848812,-0.216468,1,16
0.169204,-0.98,-0.845122,-0.229046,1,16
0.179204,-0.98,-0.841259,-0.241452,1,16
0.189204,-0.98,-0.83723,-0.253681,1,16
0.199204,-0.98,-0.833044,-0.265727,1,16
0.209204,-0.98,-0.828707,-0.277586,1,16
0.219204,-0.98,-0.82423,-0.289252,1,16
0.229204,-0.98,-0.819618,-0.300722,1,16
0.239204,-0.98,-0.814882,-0.311993,1,16
0.249204,-0.98,-0.810029,-0.323061,1,16
0.259204,-0.98,-0.805066,-0.333925,1,16
0.269204,-0.98,-0.800003,-0.344582,1,16
0.279204,-0.98,-0.794846,-0.355031,1,16
0.289204,-0.98,-0.789603,-0.365271,1,16
0.299204,-0.98,-0.784282,-0.375303,1,16
0.309204,-0.98,-0.778891,-0.385124,1,16
0.319204,-0.98,-0.773435,-0.394737,1,16
0.329204,-0.98,-0.767924,-0.40414,1,16
0.339204,-0.98,-0.762362,-0.413337,1,16
0.349204,-0.98,-0.756757,-0.422327,1,16
0.359204,-0.98,-0.751115,-0.431112,1,16
0.369204,-0.98,-0.745441,-0.439694,1,16
0.379204,-0.98,-0.739743,-0.448075,1,16
0.389204,-0.98,-0.734024,-0.456257,1,16
0.399204,-0.98,-0.728291,-0.464244,1,16
0.409204,-0.98,-0.722549,-0.472037,1,16
0.419204,-0.98,-0.716802,-0.479639,1,16
0.429204,-0.98,-0.711055,-0.487053,1,16
0.439204,-0.98,-0.705312,-0.494283,1,16
0.449204,-0.98,-0.699577,-0.501331,1,16
0.459204,-0.98,-0.693854,-0.508201,1,16
0.469204,-0.98,-0.688148,-0.514897,1,16
0.479204,-0.98,-0.68246,-0.52142,1,16
0.489204,-0.98,-0.676794,-0.527776,1,16
0.499204,-0.98,-0.671154,-0.533968,1,16
0.509204,-0.98,-0.665542,-0.539999,1,16
0.519204,-0.98,-0.65996,-0.545872,1,16
0.529204,-0.98,-0.654411,-0.551591,1,16
0.539204,-0.98,-0.648898,-0.55716,1,16
0.549204,-0.98,-0.643421,-0.562583,1,16
0.559204,-0.98,-0.637984,-0.567862,1,16
0.569204,-0.98,-0.632587,-0.573001,1,16
0.579204,-0.98,-0.627232,-0.578005,1,16
0.589204,-0.98,-0.621921,-0.582875,1,16
0.599204,-0.98,-0.616655,-0.587616,1,16
0.609204,-0.98,-0.611435,-0.59223,1,16
0.619204,-0.98,-0.606262,-0.596722,1,16
0.629204,-0.98,-0.601137,-0.601094,1,16
0.639204,-0.98,-0.596061,-0.60535,1,16
0.649204,-0.98,-0.591034,-0.609493,1,16
0.659204,-0.98,-0.586057,-0.613525,1,16
0.669204,-0.98,-0.581131,-0.617449,1,16
0.679204,-0.98,-0.576256,-0.62127,1,16
0.689204,-0.98,-0.571432,-0.624989,1,16
0.699204,-0.98,-0.56666,-0.628609,1,16
0.709204,-0.98,-0.561939,-0.632134,1,16
0.719204,-0.98,-0.55727,-0.635565,1,16
0.729204,-0.98,-0.552653,-0.638906,1,16
0.739204,-0.98,-0.548089,-0.642158,1,16
0.749204,-0.98,-0.543576,-0.645325,1,16
0.759204,-0.98,-0.539114,-0.648409,1,16
0.769204,-0.98,-0.534705,-0.651412,1,16
0.779204,-0.98,-0.530347,-0.654336,1,16
0.789204,-0.98,-0.52604,-0.657185,1,16
0.799204,-0.98,-0.521784,-0.659959,1,16
0.809204,-0.98,-0.517579,-0.662661,1,16
0.819204,-0.98,-0.513425,-0.665294,1,16
0.829204,-0.98,-0.50932,-0.667858,1,16
0.839204,-0.98,-0.505266,-0.670357,1,16
0.849204,-0.98,-0.50126,-0.672791,1,16
0.859204,-0.98,-0.497303,-0.675163,1,16
0.869204,-0.98,-0.493395,-0.677475,1,16
0.879204,-0.98,-0.489535,-0.679728,1,16
0.889204,-0.98,-0.485722,-0.681924,1,16
0.899204,-0.98,-0.481957,-0.684065,1,16
0.909204,-0.98,-0.478238,-0.686152,1,16
0.919204,-0.98,-0.474565,-0.688187,1,16
0.929204,-0.98,-0.470937,-0.690171,1,16
0.939204,-0.98,-0.467355,-0.692105,1,16
0.949204,-0.98,-0.463817,-0.693992,1,16
0.959204,-0.98,-0.460324,-0.695832,1,16
0.969204,-0.98,-0.456873,-0.697626,1,16
0.979204,-0.98,-0.453466,-0.699377,1,16
0.989204,-0.98,-0.450101,-0.701085,1,16
0.999204,-0.98,-0.446778,-0.702752,1,16
1.0092,-0.98,-0.443497,-0.704378,1,16
1.0192,-0.98,-0.440256,-0.705965,1,16
1.0292,-0.98,-0.437056,-0.707513,1,16
1.0392,-0.98,-0.433895,-0.709025,1,16
1.0492,-0.98,-0.430773,-0.7105,1,16
1.0592,-0.98,-0.42769,-0.711941,1,16
1.0692,-0.98,-0.424646,-0.713347,1,16
1.0792,-0.98,-0.421638,-0.714721,1,16
1.0892,-0.98,-0.418668,-0.716062,1,16
1.0992,-0.98,-0.415735,-0.717372,1,16
1.1092,-0.98,-0.412837,-0.718651,1,16
1.1192,-0.98,-0.409976,-0.7199,1,16
1.1292,-0.98,-0.407149,-0.721121,1,16
1.1392,-0.98,-0.404356,-0.722314,1,16
1.1492,-0.98,-0.401598,-0.723479,1,16
1.1592,-0.98,-0.398873,-0.724618,1,16
1.1692,-0.98,-0.396182,-0.725731,1,16
1.1792,-0.98,-0.393523,-0.726818,1,16
1.1892,-0.98,-0.390896,-0.727881,1,16
1.1992,-0.98,-0.3883,-0.728921,1,16
1.2092,-0.98,-0.385736,-0.729937,1,16
1.2192,-0.98,-0.383203,-0.73093,1,16
1.2292,-0.98,-0.380699,-0.731902,1,16
1.2392,-0.98,-0.378226,-0.732852,1,16
1.2492,-0.98,-0.375782,-0.733781,1,16
1.2592,-0.98,-0.373367,-0.73469,1,16
1.2692,-0.98,-0.37098,-0.735579,1,16
1.2792,-0.98,-0.368621,-0.736448,1,16
1.2892,-0.98,-0.36629,-0.737299,1,16
1.2992,-0.98,-0.363987,-0.738132,1,16
1.3092,-0.98,-0.36171,-0.738946,1,16
1.3192,-0.98,-0.359459,-0.739744,1,16
1.3292,-0.98,-0.357235,-0.740524,1,16
1.3392,-0.98,-0.355036,-0.741288,1,16
1.3492,-0.98,-0.352863,-0.742035,1,16
1.3592,-0.98,-0.350714,-0.742767,1,16
1.3692,-0.98,-0.34859,-0.743484,1,16
1.3792,-0.98,-0.34649,-0.744185,1,16
1.3892,-0.98,-0.344414,-0.744872,1,16
1.3992,-0.98,-0.342362,-0.745545,1,16
1.4092,-0.98,-0.340332,-0.746204,1,16
1.4192,-0.98,-0.338325,-0.746849,1,16
1.4292,-0.98,-0.336341,-0.747482,1,16
1.4392,-0.98,-0.334379,-0.748101,1,16
1.4492,-0.98,-0.332438,-0.748708,1,16
1.4592,-0.98,-0.330519,-0.749302,1,16
1.4692,-0.98,-0.328621,-0.749885,1,16
1.4792,-0.98,-0.326744,-0.750456,1,16
1.4892,-0.98,-0.324888,-0.751015,1,16
1.4992,-0.98,-0.323051,-0.751564,1,16
1.5092,-0.98,-0.321235,-0.752101,1,16
1.5192,-0.98,-0.319438,-0.752628,1,16
1.5292,-0.98,-0.317661,-0.753144,1,16
1.5392,-0.98,-0.315902,-0.753651,1,16
1.5492,-0.98,-0.314163,-0.754147,1,16
1.5592,-0.98,-0.312442,-0.754634,1,16
1.5692,-0.98,-0.310739,-0.755111,1,16
-1.5708,-0.97,-0.307871,0.75624,1,16
-1.5608,-0.97,-0.309561,0.755775,1,16
-1.5508,-0.97,-0.311269,0.755302,1,16
-1.5408,-0.97,-0.312995,0.754818,1,16
-1.5308,-0.97,-0.31474,0.754325,1,16
-1.5208,-0.97,-0.316504,0.753822,1,16
-1.5108,-0.97,-0.318287,0.753309,1,16
-1.5008,-0.97,-0.32009,0.752786,1,16
-1.4908,-0.97,-0.321912,0.752252,1,16
-1.4808,-0.97,-0.323755,0.751707,1,16
-1.4708,-0.97,-0.325618,0.751151,1,16
-1.4608,-0.97,-0.327502,0.750583,1,16
-1.4508,-0.97,-0.329407,0.750004,1,16
-1.4408,-0.97,-0.331334,0.749413,1,16
-1.4308,-0.97,-0.333282,0.748809,1,16
-1.4208,-0.97,-0.335252,0.748193,1,16
-1.4108,-0.97,-0.337244,0.747563,1,16
-1.4008,-0.97,-0.33926,0.746921,1,16
-1.3908,-0.97,-0.341298,0.746265,1,16
-1.3808,-0.97,-0.34336,0.745595,1,16
-1.3708,-0.97,-0.345445,0.744911,1,16
-1.3608,-0.97,-0.347555,0.744212,1,16
-1.3508,-0.97,-0.349689,0.743498,1,16
-1.3408,-0.97,-0.351848,0.742768,1,16
-1.3308,-0.97,-0.354032,0.742023,1,16
-1.3208,-0.97,-0.356242,0.741261,1,16
-1.3108,-0.97,-0.358477,0.740483,1,16
-1.3008,-0.97,-0.36074,0.739688,1,16
-1.2908,-0.97,-0.363029,0.738875,1,16
-1.2808,-0.97,-0.365345,0.738045,1,16
-1.2708,-0.97,-0.367689,0.737195,1,16
-1.2608,-0.97,-0.370061,0.736327,1,16
-1.2508,-0.97,-0.372461,0.735439,1,16
-1.2408,-0.97,-0.37489,0.734532,1,16
-1.2308,-0.97,-0.377349,0.733604,1,16
-1.2208,-0.97,-0.379838,0.732654,1,16
-1.2108,-0.97,-0.382357,0.731683,1,16
-1.2008,-0.97,-0.384906,0.73069,1,16
-1.1908,-0.97,-0.387487,0.729674,1,16
-1.1808,-0.97,-0.390099,0.728635,1,16
-1.1708,-0.97,-0.392744,0.727571,1,16
-1.1608,-0.97,-0.395421,0.726483,1,16
-1.1508,-0.97,-0.398131,0.725369,1,16
-1.1408,-0.97,-0.400875,0.724229,1,16
-1.1308,-0.97,-0.403653,0.723063,1,16
-1.1208,-0.97,-0.406466,0.721868,1,16
-1.1108,-0.97,-0.409314,0.720645,1,16
-1.1008,-0.97,-0.412197,0.719393,1,16
-1.0908,-0.97,-0.415117,0.718111,1,16
-1.0808,-0.97,-0.418073,0.716798,1,16
-1.0708,-0.97,-0.421066,0.715453,1,16
-1.0608,-0.97,-0.424098,0.714076,1,16
-1.0508,-0.97,-0.427167,0.712665,1,16
-1.0408,-0.97,-0.430276,0.71122,1,16
-1.0308,-0.97,-0.433424,0.709738,1,16
-1.0208,-0.97,-0.436612,0.708221,1,16
-1.0108,-0.97,-0.43984,0.706665,1,16
-1.0008,-0.97,-0.443109,0.705071,1,16
-0.990796,-0.97,-0.44642,0.703437,1,16
-0.980796,-0.97,-0.449774,0.701763,1,16
-0.970796,-0.97,-0.45317,0.700045,1,16
-0.960796,-0.97,-0.456609,0.698285,1,16
-0.950796,-0.97,-0.460092,0.69648,1,16
-0.940796,-0.97,-0.463619,0.694628,1,16
-0.930796,-0.97,-0.467191,0.69273,1,16
-0.920796,-0.97,-0.470809,0.690782,1,16
-0.910796,-0.97,-0.474473,0.688784,1,16
-0.900796,-0.97,-0.478183,0.686735,1,16
-0.890796,-0.97,-0.481941,0.684632,1,16
-0.880796,-0.97,-0.485746,0.682475,1,16
-0.870796,-0.97,-0.489599,0.680261,1,16
-0.860796,-0.97,-0.493501,0.677989,1,16
-0.850796,-0.97,-0.497451,0.675657,1,16
-0.840796,-0.97,-0.501452,0.673263,1,16
-0.830796,-0.97,-0.505502,0.670806,1,16
-0.820796,-0.97,-0.509602,0.668284,1,16
-0.810796,-0.97,-0.513754,0.665694,1,16
-0.800796,-0.97,-0.517956,0.663035,1,16
-0.790796,-0.97,-0.522211,0.660304,1,16
-0.780796,-0.97,-0.526517,0.6575,1,16
-0.770796,-0.97,-0.530875,0.65462,1,16
-0.760796,-0.97,-0.535285,0.651662,1,16
-0.750796,-0.97,-0.539749,0.648624,1,16
-0.740796,-0.97,-0.544265,0.645503,1,16
-0.730796,-0.97,-0.548834,0.642298,1,16
-0.720796,-0.97,-0.553456,0.639004,1,16
-0.710796,-0.97,-0.558131,0.63562,1,16
-0.700796,-0.97,-0.562859,0.632144,1,16
-0.690796,-0.97,-0.567641,0.628571,1,16
-0.680796,-0.97,-0.572475,0.624901,1,16
-0.670796,-0.97,-0.577362,0.621129,1,16
-0.660796,-0.97,-0.582301,0.617253,1,16
-0.650796,-0.97,-0.587293,0.613271,1,16
-0.640796,-0.97,-0.592336,0.609178,1,16
-0.630796,-0.97,-0.59743,0.604971,1,16
-0.620796,-0.97,-0.602575,0.600649,1,16
-0.610796,-0.97,-0.607769,0.596206,1,16
-0.600796,-0.97,-0.613012,0.591641,1,16
-0.590796,-0.97,-0.618303,0.58695,1,16
-0.580796,-0.97,-0.623641,0.582129,1,16
-0.570796,-0.97,-0.629024,0.577175,1,16
-0.560796,-0.97,-0.634452,0.572084,1,16
-0.550796,-0.97,-0.639923,0.566853,1,16
-0.540796,-0.97,-0.645435,0.561478,1,16
-0.530796,-0.97,-0.650986,0.555956,1,16
-0.520796,-0.97,-0.656574,0.550283,1,16
-0.510796,-0.97,-0.662198,0.544455,1,16
-0.500796,-0.97,-0.667855,0.538469,1,16
-0.490796,-0.97,-0.673542,0.532321,1,16
-0.480796,-0.97,-0.679257,0.526007,1,16
-0.470796,-0.97,-0.684997,0.519524,1,16
-0.460796,-0.97,-0.690758,0.512868,1,16
-0.450796,-0.97,-0.696538,0.506036,1,16
-0.440796,-0.97,-0.702333,0.499023,1,16
-0.430796,-0.97,-0.708138,0.491828,1,16
-0.420796,-0.97,-0.71395,0.484445,1,16
-0.410796,-0.97,-0.719765,0.476873,1,16
-0.400796,-0.97,-0.725578,0.469107,1,16
-0.390796,-0.97,-0.731384,0.461145,1,16
-0.380796,-0.97,-0.737178,0.452985,1,16
-0.370796,-0.97,-0.742955,0.444622,1,16
-0.360796,-0.97,-0.74871,0.436056,1,16
-0.350796,-0.97,-0.754435,0.427283,1,16
-0.340796,-0.97,-0.760126,0.418302,1,16
-0.330796,-0.97,-0.765776,0.40911,1,16
-0.320796,-0.97,-0.771379,0.399708,1,16
-0.310796,-0.97,-0.776926,0.390092,1,16
-0.300796,-0.97,-0.782413,0.380263,1,16
-0.290796,-0.97,-0.78783,0.370219,1,16
-0.280796,-0.97,-0.793171,0.359962,1,16
-0.270796,-0.97,-0.798429,0.349491,1,16
-0.260796,-0.97,-0.803594,0.338807,1,16
-0.250796,-0.97,-0.808659,0.327911,1,16
-0.240796,-0.97,-0.813616,0.316805,1,16
-0.230796,-0.97,-0.818457,0.305491,1,16
-0.220796,-0.97,-0.823173,0.293973,1,16
-0.210796,-0.97,-0.827756,0.282252,1,16
-0.200796,-0.97,-0.832198,0.270333,1,16
-0.190796,-0.97,-0.836489,0.258221,1,16
-0.180796,-0.97,-0.840623,0.24592,1,16
-0.170796,-0.97,-0.84459,0.233435,1,16
-0.160796,-0.97,-0.848382,0.220774,1,16
-0.150796,-0.97,-0.851992,0.207941,1,16
-0.140796,-0.97,-0.855411,0.194946,1,16
-0.130796,-0.97,-0.858632,0.181795,1,16
-0.120796,-0.97,-0.861649,0.168497,1,16
-0.110796,-0.97,-0.864453,0.155061,1,16
-0.100796,-0.97,-0.867038,0.141495,1,16
